1;0;1.316135463
2;0;0.720879182
3;0;0.385071039
4;0;1.149536831
5;1;3.397812449
6;1;1.762137753
7;1;3.950826932
8;1;3.845224914
9;1;1.779409165
10;1;3.939817619
11;1;1.567571144
12;1;1.072045991
13;1;1.260079979
14;1;3.210147414
15;2;3.861583713
16;2;2.237347486
17;2;4.149717602
18;2;2.613391676
19;2;4.202147089
20;2;2.613587433
21;2;2.296237975
22;2;3.648517441
23;2;3.462895394
24;2;4.862032747
25;3;4.078299452
26;3;4.421293807
27;3;4.494280343
28;3;4.940167202
29;3;4.663189646
30;3;4.440712776
31;3;3.186407268
32;3;5.837666482
33;3;5.710236828
34;3;5.627964077
35;4;5.429106013
36;4;4.933105325
37;4;4.218382698
38;4;5.605201732
39;4;5.656065224
40;4;6.676418657
41;4;4.468453199
42;4;6.772650865
43;4;4.424009488
44;4;6.096564944
45;5;6.200827075
46;5;7.564385226
47;5;6.212659139
48;5;7.803876594
49;5;5.785269484
50;5;5.066823034
51;5;5.503033146
52;5;6.141250506
53;5;5.906589111
54;5;6.819001939
55;6;6.2573394
56;6;8.563988471
57;6;6.862876567
58;6;8.008818197
59;6;6.789100308
60;6;6.426563116
61;6;8.156699759
62;6;8.993963482
63;6;8.657014044
64;6;7.396671077
65;7;9.4551038
66;7;9.141689809
67;7;8.663123424
68;7;9.736946764
69;7;7.770542803
70;7;7.951086891
71;7;7.977644905
72;7;7.230262175
73;7;9.282947247
74;7;9.892069629
75;8;8.21717767
76;8;8.613697759
77;8;10.53237718
78;8;8.080426467
79;8;10.98013676
80;8;9.203759254
81;8;9.848677219
82;8;10.98262449
83;8;8.067146656
84;8;10.85081849
85;9;10.55347393
86;9;10.69901775
87;9;11.76739477
88;9;10.01967916
89;9;11.85622463
90;9;10.24037766
91;9;10.07969727
92;9;9.899841159
93;9;9.416318735
94;9;9.368006125
95;10;11.97502321
96;10;10.09970414
97;10;11.27526459
98;10;11.34036778
99;10;10.08714446
100;10;11.61871178
